259	[12.05955501017155, 17.05955501017155, -47.33983325591993, -42.33983325591993, -88.82295989990234, -83.82295989990234]											
260	[32.037006476604944, 37.037006476604944, -51.99964766229569, -46.99964766229569, -102.09056854248047, -97.09056854248047]											
261	[19.70595198621578, 24.70595198621578, -75.56567588785597, -70.56567588785597, -79.24858093261719, -74.24858093261719]											
262	[10.308607167761068, 15.308607167761068, -75.75725670467625, -70.75725670467625, -66.97584533691406, -61.97584533691406]											
263	[4.283454798317052, 9.283454798317052, -41.27412777616081, -36.27412777616081, 74.74362945556643, 79.74362945556643]											
264	[23.742822993526488, 28.742822993526488, -65.70826616976055, -60.70826616976055, -4.729712009429932, 0.27028799057006836]											
265	NA											
266    NA	
267	[16.70938964144574, 21.70938964144574, -30.339104458877344, -25.339104458877344, -79.2238998413086, -74.2238998413086]											
268	[-36.18119466699718, -31.18119466699718, 38.79815405111968, 43.79815405111968, -119.0, -114.0]											
269	[-66.7263010792779, -61.7263010792779, 35.4672798821981, 40.4672798821981, -119.00000000000003, -114.00000000000003]											
270	[16.076440452305462, 21.076440452305462, -23.662998536721844, -18.662998536721844, -81.57389068603516, -76.57389068603516]											
271    NA
272	NA								
												
bounds_muscleSI	[-7.962594875980244, -2.962594875980244, -61.87654242380258, -56.87654242380258, -79.10440063476562, -74.10440063476562]											
267	[20.84185015333216, 25.84185015333216, -43.623467887115225, -38.623467887115225, 81.6356201171875, 86.6356201171875]											
268	[0.16450841573725938, 5.164508415737259, -44.18920470731711, -39.18920470731711, 89.51192474365234, 94.51192474365234]											
	
									
